Season,State,Area(hec),Production(Ton),Fertilizer,Pesticide,Yield(Ton/hector)
2,53,4298,16082,1302864.4,4495.7,3.741740344
1,59,25121,54221,2172849.31,29.04,2.158393376
3,23,9854,39940,741545.66,3832.12,4.053176375
0,2,153608.9,105328,13641988.23,23257.869,0.685689436
2,63,163680,261920,18903572.8,30009.6,1.600195503
2,20,271219,511526,24676302.73,64804.75,1.886025684
0,58,63232,161083,5535385.6,7601.92,2.547491776
1,16,69640,161900,8672330,18374,2.324813326
2,16,1457100,2466400,150642023,381417,1.692677236
2,56,1634921,5097447,241807674.2,524523.93,3.117855236
3,23,62723,115354,7971897.92,2645.07,1.839102084
2,25,658500,1228400,99607470,102945,1.865451784
2,16,1339000,2330000,123432630,403090,1.740104556
2,24,3939826,6300825,655999651.5,1288142.58,1.59926479
1,42,103711,307524,13377004.01,25224.63,2.965201377
2,43,33728,90072,806970.24,3568,2.670540797
1,59,24695,61514,1847974.9,1801.85,2.490949585
2,63,208990,519600,30898178,64146.5,2.486243361
2,43,52191,121679,5962279.4,5350.56,2.331417294
0,22,34235,94357,4880203.6,9666.95,2.756155981
2,43,27630,77109,3234297.5,6670.5,2.790770901
2,31,224380,501980,32872404.8,71045.4,2.237186915
2,42,1048427,2667359,156102791.6,319012.37,2.544153289
0,23,33136,77453,4232505.76,7934.88,2.337427571
2,40,78571,121453,8481371.4,6571.36,1.545773886
2,40,71613,114785,7274750.72,15212.94,1.602851438
3,42,43192,94196,3235523.84,2253.36,2.180866827
2,49,121468,143893,16927143.76,14649.56,1.184616525
3,23,13670,63373,94927.5,1215.5,4.635918069
2,56,2873949,8563334,479443936.5,942403.17,2.979640209
1,16,26800,60800,1737084,3968,2.268656716
0,34,288129,605612,30552429.68,48507.09,2.101877978
2,16,1508400,2835400,226708064,494772,1.879740122
3,56,1165454,3581740,121689633,308672.58,3.073257289
1,42,209257,935326,20670903.38,37943.97,4.469747726
1,16,25100,50500,535933,2474,2.011952191
2,1,1558900,5194600,265756664,570793,3.332221438
2,4,59196,114630,859220.08,792.96,1.936448409
1,59,23984,62203,1616787.2,1435.04,2.59352068
2,20,252163,591755,37819059.33,77213.79,2.346716211
1,34,1406078,4198595,131113404.3,345519.5,2.986032781
3,23,62892,117116,7446990.12,6094.08,1.862176429
2,11,2487000,8816000,251997310,640620,3.544833132
2,53,25444,59433,700371.72,869.88,2.33583556
2,25,622100,1015900,59463480,174409,1.6330172
3,58,92734.9,248114,14534950.45,27602.517,2.675519141
1,58,49762,148370,4117956.48,4521.42,2.98159238
2,53,4325,15281,2319072,7356.5,3.533179191
2,45,14740,21190,458965.2,537.6,1.437584803
3,56,1584140,5861498,225595385.6,139572.6,3.700113626
2,20,259805,523203,32657987,35568.8,2.013829603
0,2,183635.05,254351,21452032.24,34399.711,1.385089611
0,0,307988,355825,49159886.68,67917.12,1.155320987
0,9,546872,727414,76224570.88,43218.48,1.330135754
2,53,4237,12794,1290217.76,4601.79,3.019589332
2,45,9790,23690,4825983.2,15944.1,2.419816139
1,0,416353,1224046,61852648.88,134396.49,2.939923574
3,63,1330,3150,2779073.7,8680.8,2.368421053
3,0,1769203,2877371,172115712.9,415608.72,1.626365657
2,56,2873949,8563334,479443936.5,942403.17,2.979640209
0,0,539665,557764,47978913.05,125312.9,1.033537472
1,16,29500,65800,2900245,1080,2.230508475
3,42,53480,99699,2461912.4,4904.8,1.864229619
3,44,742508,2533895,117434797.6,250877.8,3.41261643
0,34,425002,740688,39990197.6,117250.58,1.742787093
3,2,3255000,5398000,537688050,772200,1.658371736
1,2,265000,714000,39292300,39050,2.694339623
3,58,162445,336416,12947225.65,33235.7,2.070953246
2,59,6068496,12849116,617775496.5,1571808.96,2.117347692
1,42,209257,935326,18670903.38,31943.97,4.469747726
2,22,15382,16267,1494960.4,2383.7,1.057534781
2,25,583500,472600,54282195,142710,0.809940017
2,49,119455,134621,9199939.15,22058.3,1.126959943
0,34,339753,719205,32628751.94,78540.72,2.11684665
2,45,9790,23690,3825983.2,12944.1,2.419816139
2,49,261663,545186,36458780.4,72115.53,2.083542572
2,20,259805,523203,30657987,29568.8,2.013829603
3,9,2907199,4589705,285754557,691727.76,1.578737816
2,22,257273,746954,37837932.08,81900.09,2.903351693
3,34,4248946,8463310,449940639,1144215.42,1.99186104
0,2,153608.9,105328,10641988.23,14257.869,0.685689436
0,23,32560,41798,1073499.2,6464.8,1.283722359
3,9,2842875,4684328,402644840,243858.75,1.647743218
2,10,1794991,7949437,268971841.4,586347.03,4.428677915
2,22,243070,547520,21862181.9,57198.2,2.25251985
2,25,583500,472600,53282195,139710,0.809940017
3,43,15439,46925,525373.2,1477.31,3.039380789
2,25,648300,1209300,75744136,130143,1.86534012
3,23,13670,63373,1094927.5,1784.5,4.635918069
1,20,14703,55577,2746765.25,9853.95,3.779976875
2,44,889351,3028634,135293040.8,308272.85,3.405442845
2,2,1527103,2894101,245696106.6,528486.05,1.895157694
3,58,162445,336416,14947225.65,39235.7,2.070953246
2,40,83273,85653,2883454.91,5818.25,1.028580692
3,2,849093,1248966,122179079.3,262200.69,1.470941346
1,17,34311,94770,2893257.36,3695.07,2.76208796
2,56,2382500,5218300,223742525,729575,2.190262329
2,44,1189264,4135049,189898620.8,407242.4,3.476981562
1,16,38800,72200,3652896,5148,1.860824742
2,22,15228,16175,1615561.28,2634.36,1.062188075
0,0,539665,557764,46978913.05,122312.9,1.033537472
1,59,18175,40620,1678870.75,8001.5,2.234938102
3,0,1773211,2865843,250640101.4,150588.99,1.616188372
1,16,25100,50500,1535933,5474,2.011952191
3,9,2653346,7076168,398124576.8,816537.26,2.666884756
2,11,2851000,11267000,409940990,763770,3.951946685
2,45,12070,20880,1021966.4,983.1,1.729908865
3,34,4051084,9393991,380516122.3,1003771,2.318883291
1,34,1221076,3875100,202554651.5,396955.08,3.173512541
0,2,153608.9,105328,14641988.23,26257.869,0.685689436
1,20,7511,22367,186258.26,1422.69,2.977899081
2,20,252163,591755,36819059.33,74213.79,2.346716211
2,25,741042,1584355,113017942.2,232543.86,2.138009721
1,16,37400,72500,2695120,7846,1.938502674
2,10,1396651,3222776,136240516,329196.24,2.307502733
0,23,33646,78965,156249.5,3223.9,2.346935743
1,53,3941,12049,2377676.69,7699.47,3.057345851
1,59,2829,6741,1711074.23,5264.46,2.382820785
2,31,122690,257580,15501652,29033.9,2.099437607
2,48,5884,16837,3070857.56,10058.28,2.861488783
2,24,3843825,4586818,415440000.5,804203.25,1.19329522
0,9,2844474,4354156,287506129.6,730563.24,1.530742063
2,4,16862,36979,415898.5,3098.3,2.193037599
2,16,1500400,2768600,146509592,354096,1.845241269
2,63,141000,205000,9930800,28890,1.453900709
3,2,1008437.16,1333906,143246851.4,87759.3444,1.322745782
2,53,4945,11518,1511434,4565.95,2.329221436
1,42,278414,851657,40029377.44,85876.62,3.05895896
2,43,31166,59267,2856286.12,701.78,1.90165565
2,22,15382,16267,505039.6,3616.3,1.057534781
1,25,31238,100275,1715688.48,1308.54,3.210032653
2,43,27219,71279,1285359.36,1343.22,2.618722216
2,49,250044,492732,25089766.96,46509.24,1.970581178
0,2,183635.05,254351,20452032.24,31399.711,1.385089611
2,25,664000,1028700,63814320,160640,1.549246988
3,34,4051084,9393991,381516122.3,1006771,2.318883291
3,53,13961,30220,2620653.2,7951.31,2.16460139
2,22,199818,575826,29553260.38,59939.94,2.881752395
3,2,849093,1248966,125179079.3,271200.69,1.470941346
2,49,262012,615799,39498346.4,82704.2,2.350270217
0,23,32679,44736,173435.09,4810.62,1.368952538
1,59,24695,61514,2847974.9,1198.15,2.490949585
1,34,1310585,4424392,204954477.4,426493.05,3.375890919
3,53,10324,23489,270523.52,2593.08,2.275184037
3,42,54629,158046,2407178.42,4110.96,2.893078768
0,2,183323.17,163692,21455310.88,20331.7072,0.892914955
3,2,3222020,8052660,546414155.2,1171147.4,2.499258229
2,49,122267,146191,12662258.64,19676.07,1.195670132
0,2,678000,563000,107622580,147720,0.830383481
3,58,81279,247879,10960481.04,21073.23,3.049729943
0,4,19851,24343,2134671.41,3550.83,1.226285829
0,4,18510,22904,820722.4,5151.3,1.237385197
1,10,339990,1463054,50396682.4,101796.3,4.303226565
1,25,3900,10700,1617137,4986,2.743589744
3,53,9006,26378,1640454.24,6028.02,2.928936265
2,53,4379,12878,415841.4,2299.36,2.940854076
1,34,1376387,4257111,147117767.6,283041.27,3.092960773
1,53,5689,15537,3383653.74,10805.31,2.73105994
2,42,1096198,2678951,114339493.7,289973.46,2.443856858
2,49,261663,545186,37458780.4,75115.53,2.083542572
3,34,4086590,10074261,582545833.6,361793.1,2.465199837
2,42,1030464,2103709,96554026.88,254616,2.041516249
0,0,539665,557764,47978913.05,125312.9,1.033537472
1,59,21621,45666,1092667.84,4054.11,2.112113223
1,34,1376387,4257111,147117767.6,283041.27,3.092960773
1,16,38000,81100,2852980,2360,2.134210526
3,53,8749,25188,377442.56,324.62,2.878957595
1,25,3900,10700,2617137,7986,2.743589744
1,20,5655,21126,1440268.1,4642.8,3.735809019
1,59,26051,74184,992315.75,117.85,2.847645004
2,56,2812400,7005800,275865120,809596,2.491039681
1,58,37186,83239,680670.28,75.36,2.238449954
2,2,4273000,3278000,401524910,1059250,0.767142523
3,58,72253,141397,8072772.25,16288.55,1.956970645
2,40,83273,85653,3883454.91,8818.25,1.028580692
4,25,672600,1042300,63011342,205506,1.549658043
2,23,105402,149742,6413717.6,18566.58,1.42067513
3,23,63434,125124,8626463.68,14933.22,1.972506858
1,59,7839,18016,224095.78,1118.64,2.298252328
2,20,280816,567662,26679738.08,67012.16,2.021473135
1,25,33700,96000,1303827,1586,2.848664688
0,23,32605,43401,4461989.6,7759.65,1.33111486
0,23,32679,44736,2173435.09,1189.38,1.368952538
0,0,196188,280693,25616540.48,52742.04,1.430734805
2,59,5842029,13241518,880912697.8,1924869.57,2.266595732
0,2,511550,657520,77395037.5,176042.5,1.285348451
2,56,1398884,4115558,218897772.4,455631.72,2.942029504
2,53,4298,16082,2302864.4,7495.7,3.741740344
1,58,21857,59733,621091.44,1410.03,2.732900215
0,0,539665,557764,47978913.05,125312.9,1.033537472
2,17,2260000,5400540,344345000,785000,2.389619469
3,58,148893,335529,13131067.62,22267.53,2.253490762
0,9,749671,892725,69346189.07,226398.01,1.190822374
2,4,59196,114630,2859220.08,5207.04,1.936448409
3,56,1584140,5861498,221595385.6,127572.6,3.700113626
0,9,581128,1010341,83727082.88,179772.24,1.738585991
1,53,3769,12965,2455417.19,7982.37,3.439904484
2,56,2848794,7056175,300342507.2,763174.38,2.476898997
1,59,2829,6741,2711074.23,8264.46,2.382820785
0,2,530320,576840,82493580.8,198521.6,1.087720622
2,40,75380,111252,7367304,11367.8,1.475882197
3,42,52005,106335,2105330.85,4521.3,2.04470724
2,63,176790,427240,22916908.9,43340.7,2.416652526
2,17,1881546,3321724,270864581.5,505017.42,1.76542269
3,44,1585062,5900447,268250249.1,574472.94,3.722533882
2,24,3937796,6637737,652107293.6,939071.04,1.685647758
2,49,115481,114116,8409522.8,24489.49,0.988179874
2,17,1573535,1766596,259379898.8,371648.4,1.122692536
3,0,1504647,1950144,191158468.4,328022.34,1.296080742
2,4,62372,95115,4162353.6,12087.88,1.524963124
2,40,80579,137418,5229533.27,11950.54,1.705382296
3,2,1016623,674135,157534937.9,326485.59,0.663112088
2,2,4273000,3278000,401524910,1059250,0.767142523
0,23,32679,44736,1173435.09,1810.62,1.368952538
1,25,84200,267900,11105184,18786,3.181710214
3,63,4520,12220,286246.8,1508.4,2.703539823
3,0,1773211,2865843,251640101.4,153588.99,1.616188372
3,43,15439,46925,474626.8,1522.69,3.039380789
2,16,1445700,2395100,139835160,410253,1.656706094
0,34,393944,683950,36673482.48,96425.44,1.73616047
3,23,62825,115388,7789391.5,4680.25,1.836657382
2,16,1500400,2768600,145509592,351096,1.845241269
2,42,1055061,2627561,111305308.7,212562.81,2.49043515
1,42,268044,762759,22509747.48,74093.64,2.845648476
1,34,1376387,4257111,144117767.6,274041.27,3.092960773
2,44,920307,2854873,136929544.7,297701.31,3.102087673
2,44,748713,2197030,117229269.8,244075.29,2.934408779
1,58,37186,83239,319329.72,3075.36,2.238449954
2,16,1339000,2330000,124432630,406090,1.740104556
1,2,331000,811000,43346240,17790,2.450151057
3,63,4010,10740,1394650.4,4676.7,2.678304239
2,48,5884,16837,70857.56,1058.28,2.861488783
2,43,28330,80114,93401.7,4350.9,2.827885634
2,17,1674013,1389269,210788200.2,359282.86,0.829903352
2,22,253067,602947,28347794.64,47144.07,2.382558769
1,53,4574,13942,3415854.46,10993.72,3.048097945
0,34,423121,751970,36268425.57,119167.51,1.777198485
3,58,147384,266674,11588068.32,26372.16,1.809382294
3,2,1016623,674135,156534937.9,323485.59,0.663112088
0,58,120217,235849,7877439.6,22862.93,1.961860635
1,34,1376387,4257111,144117767.6,274041.27,3.092960773
2,4,16380,35983,1472724.8,2405.4,2.196764347
2,42,944272,2100123,90464042.56,217625.28,2.224065735
3,2,1014731.14,1306932,134365134.1,159356.9824,1.287958897
0,34,212132,453439,31237246.52,38911.68,2.137532291
2,49,128800,204001,19338808,39504,1.583858696
3,63,1330,3150,779073.7,2680.8,2.368421053
0,34,425002,740688,39990197.6,117250.58,1.742787093
1,42,209257,935326,18670903.38,31943.97,4.469747726
1,9,124874,246807,9252877.62,21715.98,1.97644826
1,17,34311,94770,3893257.36,6695.07,2.76208796
1,16,29500,65800,2900245,1080,2.230508475
3,34,3783766,8917625,384436021.6,977779.16,2.35681197
2,16,1457100,2466400,152642023,387417,1.692677236
2,31,212680,480240,32328274.8,42043.2,2.258040248
3,0,1880737,3709081,269747689.1,501798.99,1.972142304
2,16,1465730,3419021,221623122.5,504005.5,2.332640391
2,9,190236,270831,16829559.28,39656.64,1.423657983
0,2,153608.9,105328,13641988.23,23257.869,0.685689436
2,40,71613,114785,8274750.72,18212.94,1.602851438
2,11,2975000,11823000,466782250,972750,3.974117647
2,25,651400,1193200,61475572,147336,1.831747006
2,40,71810,114896,6647582,10133.5,1.6
4,4,56460,107740,3770683.2,2856.6,1.908253631
1,0,319480,573189,28622130.4,67675.2,1.794131088
2,11,2735000,11000000,389214400,240150,4.021937843
1,34,1376387,4257111,148117767.6,286041.27,3.092960773
2,24,3810112,5073721,388126738.6,987629.12,1.331646156
2,48,5848,16826,2051454.4,6953.2,2.877222982
0,2,511550,657520,76395037.5,173042.5,1.285348451
2,16,1417445,3143748,227909579,490105.75,2.217897696
2,42,1079193,2599170,104624268.4,306965.97,2.408438528
0,23,32570,41908,1658812.8,6068.7,1.286705557
1,16,42800,111200,2461088,2124,2.598130841
2,16,1535300,2912800,202809020,239648,1.897218785
2,1,905651,2468000,84737980.17,223412.75,2.72511155
3,58,88990,254450,11433930.4,23366.7,2.859310035
3,56,761911,3402713,114313366,233430.63,4.466024247
2,24,3843825,4586818,414440000.5,801203.25,1.19329522
1,25,11800,54700,882894,3050,4.63559322
2,22,15228,16175,615561.28,365.64,1.062188075
1,59,7839,18016,1224095.78,4118.64,2.298252328
3,4,119,238,1981457.42,5979.77,2
0,58,105349,241824,8413510.66,13123.29,2.295456056
1,34,1450473,4921984,141306732.4,414637.17,3.393364785
1,34,1310585,4424392,204954477.4,426493.05,3.375890919
1,25,3900,10700,617137,1986,2.743589744
0,2,614160.1,418254,59789566.7,144398.424,0.681017865
2,49,261663,545186,35458780.4,69115.53,2.083542572
3,0,1878208,3996018,320601006.1,688936.96,2.12756947
0,0,191322,256729,27211657.02,54136.26,1.341868682
2,45,12140,20973,1016575.4,86.4,1.727594728
2,4,59196,114630,859220.08,792.96,1.936448409
0,9,553904,688189,52825417.92,126936.96,1.242433707
2,4,47085,65893,6336784.7,5004.45,1.399447807
1,23,9224,37439,1000671.84,4062.96,4.05886817
2,1,1234094,3574300,205735426.9,404251.02,2.896294772
3,44,495113,1690109,71742258.48,154387.29,3.413582354
3,53,11306,24163,617210.24,1982.46,2.137183796
2,17,1675513,1302615,178525078.4,342857.73,0.777442491
2,20,252163,591755,35819059.33,71213.79,2.346716211
0,0,354115,347992,45238941,50658.4,0.982709007
1,16,26800,60800,737084,968,2.268656716
2,17,1766150,1685799,177376899.5,450199,0.954504997
2,16,1457100,2466400,151642023,384417,1.692677236
1,59,7839,18016,3224095.78,10118.64,2.298252328
3,20,3062,9578,1699403.46,5203.88,3.128020901
3,0,1793994,2692709,188396583.2,478378.38,1.50095764
1,16,26800,60800,262916,2032,2.268656716
2,24,3905319,5441525,496748289.5,853170.18,1.393362488
0,34,205082,471150,28926365.6,57575.42,2.297373733
0,2,541000,390000,84429310,175530,0.720887246
2,10,1794991,7949437,269971841.4,589347.03,4.428677915
1,0,416353,1224046,61852648.88,134396.49,2.939923574
2,24,3828992,5567644,376993628.2,912958.08,1.454075642
1,20,13953,44845,1803239.68,6697.86,3.214004157
1,2,236000,755000,37534720,71880,3.199152542
2,49,259892,500880,37496371.44,35181.64,1.927262093
1,22,70577,228104,10122305.52,20113.49,3.231987758
0,2,797000,743000,80585610,203190,0.932245922
2,43,27630,77109,234297.5,2329.5,2.790770901
2,45,12140,20973,1016575.4,86.4,1.727594728
2,31,224380,501980,32872404.8,71045.4,2.237186915
1,25,79800,242000,11255578,13152,3.032581454
1,0,329255,681027,31322963.35,82606.3,2.068387724
3,9,2698627,7065073,412564587.8,941519.45,2.618025018
2,16,1508400,2835400,225708064,491772,1.879740122
2,9,126106,243661,10879205.78,26787.56,1.932191965
3,63,1330,3150,2779073.7,8680.8,2.368421053
3,34,3986330,9597968,619149940.6,671676.1,2.407720384
1,59,5629,12643,2443854.8,7367.59,2.246047255
1,16,27800,64300,657056,2826,2.31294964
0,2,824000,677000,86272160,164040,0.821601942
2,31,212680,480240,31328274.8,39043.2,2.258040248
3,34,3977400,10910896,626071234,1306542,2.743223211
1,23,12752,46600,175953.92,4852.32,3.654328733
1,59,7839,18016,1224095.78,4118.64,2.298252328
0,2,137925,154026,16137006.25,33273.75,1.116737357
2,56,2426073,6500545,245774835.5,624778.98,2.679451525
0,2,157262,87970,22504564.84,20734.54,0.559384975
1,16,26178,62200,1121464.32,947.64,2.37604095
1,59,18175,40620,321129.25,2001.5,2.234938102
1,0,311437,610136,29741084.58,53401.77,1.959099272
1,59,18849,48358,485543.4,5984.16,2.565547244
3,23,63670,160722,9054129.7,18011.1,2.524297157
3,42,45326,109309,4835160.8,8051.06,2.411618056
1,9,60399,128812,9374132.24,19347.63,2.132684316
0,9,581128,1010341,83727082.88,179772.24,1.738585991
3,53,8382,24736,1788884.82,6736.86,2.95108566
2,24,3777661,2634853,354631166.9,935415.25,0.697482649
2,20,275711,528524,37437701.44,18813.99,1.916949269
1,34,1366273,4166145,135537461.5,343230.98,3.049277121
2,4,54393,15501,6256026.2,5702.88,0.284981523
2,22,16843,18190,581189.75,104.95,1.079973876
2,24,3928815,4707499,558977697.6,344593.35,1.198198184
3,53,10920,26585,1186078.8,6379.2,2.43452381
1,34,1376387,4257111,147117767.6,283041.27,3.092960773
0,23,33136,77453,3232505.76,4934.88,2.337427571
2,40,80579,137418,7229533.27,17950.54,1.705382296
1,2,331000,811000,42346240,14790,2.450151057
3,56,761911,3402713,117313366,242430.63,4.466024247
3,43,13193,36118,21827.25,1382.45,2.737663913
2,16,1491300,2488600,186453923,316086,1.66874539
2,56,2526108,6376990,301930871.4,527482.68,2.524432843
3,42,52005,106335,2105330.85,4521.3,2.04470724
1,20,14703,55577,1746765.25,6853.95,3.779976875
0,34,212132,453439,32237246.52,41911.68,2.137532291
2,25,741042,1584355,114017942.2,235543.86,2.138009721
1,0,319480,573189,30622130.4,73675.2,1.794131088
0,4,20064,23583,2028861.44,3621.12,1.175388756
2,22,255487,491430,23242115.6,68091.23,1.923502957
1,42,224744,702645,32383695.36,76402.72,3.126423842
1,20,13953,44845,803239.68,3697.86,3.214004157
0,0,495698,487719,47625636.74,119881.48,0.983903506
1,53,4574,13942,4415854.46,13993.72,3.048097945
3,23,13628,63081,340745.28,957.64,4.628778984
1,25,3900,10700,3617137,10986,2.743589744
3,34,4126706,9653580,403461359.9,975409.44,2.339294343
3,43,15980,42773,2345562.2,11164.8,2.676658323
1,16,20500,49000,1220970,1305,2.390243902
3,0,1769203,2877371,174115712.9,421608.72,1.626365657
1,20,13043,50137,940379.87,4695.81,3.843977613
1,2,381810,912040,39521495.3,100088.7,2.388727377
2,59,5719933,12476923,565158968.3,1369783.92,2.181305795
2,22,15382,16267,1494960.4,2383.7,1.057534781
3,42,11266,31038,935048.16,1168.42,2.75501509
3,43,15439,46925,525373.2,1477.31,3.039380789
1,42,224744,702645,31383695.36,73402.72,3.126423842
2,53,4379,12878,1415841.4,5299.36,2.940854076
2,20,281464,537876,28493809.76,53107.44,1.910993946
3,43,16213,43642,279314.31,1622.49,2.691790538
1,53,4005,14518,1395405.2,4678.35,3.624968789
2,43,30632,72221,2088281.52,1648.32,2.357697832
2,48,5884,16837,4070857.56,13058.28,2.861488783
2,53,4237,12794,290217.76,1601.79,3.019589332
2,17,1766150,1685799,178376899.5,453199,0.954504997
1,53,5098,13451,2205629.64,8133.34,2.638485681
3,42,45326,109309,4835160.8,8051.06,2.411618056
2,4,59196,114630,140779.92,3792.96,1.936448409
2,16,1487200,2590400,148887736,377672,1.741796665
2,59,5719933,12476923,565158968.3,1369783.92,2.181305795
2,24,3854352,5267537,461213891.8,806413.92,1.366646585
0,34,212132,453439,33237246.52,44911.68,2.137532291
1,25,52616,140196,7283863.04,16994.08,2.664512696
3,42,43861,144235,3751900.74,6210.81,3.288456716
1,20,13953,44845,803239.68,3697.86,3.214004157
2,42,1048427,2667359,157102791.6,322012.37,2.544153289
3,42,48096,118479,6260572.16,12871.68,2.463385729
3,4,2232,3675,2714951.28,8508.96,1.646505376
1,53,4574,13942,3415854.46,10993.72,3.048097945
0,9,581128,1010341,84727082.88,182772.24,1.738585991
3,58,86751,212607,11082050.8,20892.81,2.450772902
2,45,14740,21190,1541034.8,5462.4,1.437584803
3,43,14130,39236,1133064.8,1662.9,2.776786978
1,25,31238,100275,1715688.48,1308.54,3.210032653
0,2,153608.9,105328,10641988.23,14257.869,0.685689436
0,0,495698,487719,48625636.74,122881.48,0.983903506
0,2,137925,154026,18137006.25,39273.75,1.116737357
1,0,393619,1080072,63939054.88,123894.27,2.743952909
1,22,69975,219022,9049752.25,17091.75,3.130003573
3,34,4016656,10545076,577366625.4,1075497.12,2.625337096
3,34,4086590,10074261,582545833.6,361793.1,2.465199837
2,25,741042,1584355,114017942.2,235543.86,2.138009721
1,0,400873,1145512,61021600.6,128305.55,2.857543412
2,23,102657,165907,8077837.69,20690.82,1.616129441
3,63,4010,10740,1394650.4,4676.7,2.678304239
1,0,329255,681027,31322963.35,82606.3,2.068387724
0,4,22633,25671,270242.17,2889.09,1.134228781
2,42,1102221,2734838,169748076.2,181377.57,2.481206582
2,24,3928815,4707499,558977697.6,344593.35,1.198198184
2,24,3769746,2369295,369075964.8,977133.96,0.628502557
2,49,261663,545186,37458780.4,75115.53,2.083542572
2,20,281464,537876,28493809.76,53107.44,1.910993946
2,48,5848,16826,2051454.4,6953.2,2.877222982
3,0,1890960,3767357,288789620,658836,1.992298621
2,16,1491300,2488600,187453923,319086,1.66874539
3,53,10920,26585,1186078.8,6379.2,2.43452381
3,23,63862,162180,5786851.5,10351.7,2.53953838
3,34,3999653,10259384,667021870.6,1310885.49,2.56506852
1,53,3941,12049,1377676.69,4699.47,3.057345851
2,48,6096,12907,422891.68,1476,2.117290026
2,16,1424765,2668600,219315001.6,526410.7,1.873010637
2,17,1881546,3321724,269864581.5,502017.42,1.76542269
3,23,63602,124605,6627151.84,10356.42,1.959136505
1,34,1206829,3569520,112853915.9,368116.99,2.957767836
2,59,5631949,11938078,931523048.4,1339667.76,2.11970634
2,22,255487,491430,22242115.6,65091.23,1.923502957
2,25,651400,1193200,62475572,150336,1.831747006
1,42,209257,935326,20670903.38,37943.97,4.469747726
1,16,25100,50500,464067,526,2.011952191
0,4,19851,24343,1134671.41,550.83,1.226285829
1,20,13043,50137,59620.13,1695.81,3.843977613
1,59,25659,79891,1407189.84,493.83,3.11356639
3,58,162445,336416,13947225.65,36235.7,2.070953246
1,34,1376387,4257111,146117767.6,280041.27,3.092960773
2,20,259805,523203,31657987,32568.8,2.013829603
3,63,3550,8950,3464660,10899.5,2.521126761
3,9,2907199,4589705,285754557,691727.76,1.578737816
3,23,62170,114027,4293478,2052.8,1.834116133
2,42,1030464,2103709,95554026.88,251616,2.041516249
3,23,63862,162180,4786851.5,7351.7,2.53953838
3,58,174714,346022,15261743.2,44667.06,1.980505283
3,63,4010,10740,2394650.4,7676.7,2.678304239
2,42,1079193,2599170,104624268.4,306965.97,2.408438528
3,2,3222020,8052660,550414155.2,1183147.4,2.499258229
1,59,18175,40620,678870.75,5001.5,2.234938102
2,40,71613,114785,8274750.72,18212.94,1.602851438
3,22,150250,463371,20025812.5,43587.5,3.084
1,20,15315,55057,965137.15,333.45,3.594972249
3,56,1337020,4922944,166750824.2,282144.4,3.682027195
1,53,3941,12049,2377676.69,7699.47,3.057345851
2,42,1075993,2770413,126033080.6,216958.53,2.574750022
2,43,27630,77109,2234297.5,3670.5,2.790770901
1,34,1556662,4358011,221664932.5,137099.58,2.799587194
3,58,174714,346022,15261743.2,44667.06,1.980505283
3,63,3550,8950,464660,1899.5,2.521126761
0,4,22633,25671,270242.17,2889.09,1.134228781
2,24,3828992,5567644,373993628.2,903958.08,1.454075642
3,20,3062,9578,2699403.46,8203.88,3.128020901
3,0,1707340,2594392,201744212.8,349541.4,1.519552052
1,59,26051,74184,1992315.75,3117.85,2.847645004
1,25,54751,161497,7404031.76,14257.87,2.94966302
2,40,71810,114896,7647582,13133.5,1.6
2,45,9790,23690,825983.2,3944.1,2.419816139
3,0,1890960,3767357,286789620,652836,1.992298621
4,4,56460,107740,2770683.2,143.4,1.908253631
3,2,3130820,6280410,501819004,1077787,2.005995234
2,4,59196,114630,4859220.08,11207.04,1.936448409
2,16,1516400,2784600,253027328,497412,1.83632287
2,53,4237,12794,2290217.76,7601.79,3.019589332
2,25,741042,1584355,115017942.2,238543.86,2.138009721
2,45,9790,23690,5825983.2,18944.1,2.419816139
2,2,4500000,7220000,458585000,1167000,1.604444444
0,9,533233,503448,61945301.36,105978.93,0.944142617
1,25,3900,10700,2617137,7986,2.743589744
2,25,741042,1584355,113017942.2,232543.86,2.138009721
3,56,1337020,4922944,165750824.2,279144.4,3.682027195
2,31,155,348,1985248.65,5951.95,2.24516129
3,0,1636050,2574284,175249657,337570.5,1.573475138
2,43,52191,121679,3962279.4,649.44,2.331417294
2,45,9501,17636,1504162.56,5389.62,1.85622566
3,0,1890960,3767357,285789620,649836,1.992298621
3,42,53480,99699,3461912.4,7904.8,1.864229619
2,2,4273000,3278000,402524910,1062250,0.767142523
2,23,105402,149742,8413717.6,24566.58,1.42067513
2,10,2000212,7374681,313853476.9,654069.96,3.686949683
2,11,2851000,11267000,408940990,760770,3.951946685
1,16,69640,161900,7672330,15374,2.324813326
2,53,24142,57514,285523.14,35.5,2.382321266
2,56,3003673,8233806,293870578.4,777954.98,2.741245801
2,25,726000,1376300,94848400,110160,1.895730028
2,43,24411,60556,2192833.36,3032.07,2.480684937
2,4,51859,68637,5417911.36,1332.69,1.323531113
2,40,71810,114896,5647582,7133.5,1.6
1,42,324525,990578,39291635,39924,3.052393498
0,23,32570,41908,1658812.8,6068.7,1.286705557
2,59,5837298,14353736,877264538.4,1800562.38,2.458969201
3,20,3761,11855,2615889.07,8022.14,3.152087211
3,9,2842875,4684328,404644840,249858.75,1.647743218
2,22,254743,713222,36415244.4,72970.33,2.799770749
2,24,3939826,6300825,654999651.5,1285142.58,1.59926479
