Season,State,Area(hec),Production(Ton),Yield(Ton/hector)
2,25,658500,1228400,1.865451784
2,59,5571524,11119095,1.995700817
3,63,200,250,1.25
2,17,1693231,2273045,1.342430537
2,17,2794020,5238850,1.875022369
2,49,127200,189992,1.493647799
0,23,32679,44736,1.368952538
1,25,84200,267900,3.181710214
2,22,243070,547520,2.25251985
2,48,5973,17260,2.889670182
1,34,1376387,4257111,3.092960773
2,59,5894983,15932429,2.702709915
3,44,297475,850259,2.858253635
0,9,581128,1010341,1.738585991
2,17,1674013,1389269,0.829903352
3,53,11411,28051,2.458242047
1,42,343122,1035706,3.018477393
3,0,1793994,2692709,1.50095764
2,53,42779,103606,2.421889245
3,63,4010,10740,2.678304239
0,58,116540,235838,2.023665694
1,34,1376387,4257111,3.092960773
2,2,1527103,2894101,1.895157694
2,49,133500,244741,1.833265918
2,56,2812400,7005800,2.491039681
2,1,1042036,3371000,3.235012994
0,4,22633,25671,1.134228781
3,23,63862,162180,2.53953838
1,20,13043,50137,3.843977613
2,31,162570,387270,2.382173833
2,4,16862,36979,2.193037599
2,49,259892,500880,1.927262093
2,48,8105,15279,1.885132634
2,31,212680,480240,2.258040248
0,34,210036,493651,2.350316136
0,0,539665,557764,1.033537472
3,43,6417,19052,2.968988624
1,42,255223,869134,3.40539058
3,58,161978,362634,2.238785514
2,1,1211149,3299000,2.72385974
2,20,261319,544497,2.083648721
3,34,4004077,11344600,2.833262198
2,24,3928815,4707499,1.198198184
2,48,6821,19008,2.786688169
2,1,1447000,4516000,3.120939876
0,23,32667,37766,1.156090244
2,25,651400,1193200,1.831747006
1,42,209257,935326,4.469747726
2,48,7303,10799,1.478707381
3,2,995583.37,1175595,1.180810202
3,53,10920,26585,2.43452381
3,4,486,1113,2.290123457
0,9,570397,914228,1.602792441
3,9,2842875,4684328,1.647743218
2,2,1357726,3612589,2.660764396
3,34,4270328,8915100,2.087685068
2,16,1424765,2668600,1.873010637
3,56,1165454,3581740,3.073257289
2,49,119455,134621,1.126959943
2,49,261663,545186,2.083542572
3,42,54629,158046,2.893078768
2,25,726000,1376300,1.895730028
2,22,265999,718304,2.700401129
2,40,71613,114785,1.602851438
1,0,404982,1141336,2.818238835
3,63,1000,2000,2
2,20,270608,551716,2.038801514
1,23,12752,46600,3.654328733
2,56,2382500,5218300,2.190262329
3,43,15980,42773,2.676658323
0,2,183635.05,254351,1.385089611
0,34,393944,683950,1.73616047
1,10,339990,1463054,4.303226565
1,9,124874,246807,1.97644826
0,4,22633,25671,1.134228781
2,56,2921793,7509866,2.570293652
2,48,6821,19008,2.786688169
0,2,678000,563000,0.830383481
2,24,3939826,6300825,1.59926479
2,20,259805,523203,2.013829603
1,59,25659,79891,3.11356639
2,16,1473700,2596800,1.762095406
1,23,11546,48132,4.168716439
2,49,121642,134950,1.109403002
0,2,150654,126012,0.836433151
2,63,201860,491660,2.435648469
1,2,206730,441540,2.135829343
2,43,27630,77109,2.790770901
3,63,1330,3150,2.368421053
2,56,3003673,8233806,2.741245801
1,59,24595,67107,2.728481399
2,10,1931397,6610607,3.422707501
2,49,250044,492732,1.970581178
2,25,622100,1015900,1.6330172
3,63,3550,8950,2.521126761
2,63,155000,220990,1.425741935
2,16,1487200,2590400,1.741796665
0,23,32679,44736,1.368952538
2,1,1027505,2726000,2.653028452
0,34,423121,751970,1.777198485
3,9,2736591,4333716,1.583618451
1,34,1474338,4468400,3.030783986
2,1,1244000,4041000,3.248392283
1,16,27800,64300,2.31294964
2,10,2204046,7225373,3.278231489
2,49,121468,143893,1.184616525
2,44,748713,2197030,2.934408779
1,10,339990,1463054,4.303226565
3,2,942310,1292796,1.371943416
2,16,1487200,2590400,1.741796665
2,25,658500,1228400,1.865451784
1,53,5098,13451,2.638485681
1,16,25100,50500,2.011952191
2,11,2975000,11823000,3.974117647
3,58,148893,335529,2.253490762
3,34,4270328,8915100,2.087685068
2,42,977005,2641669,2.70384389
3,20,3761,11855,3.152087211
2,48,8105,15279,1.885132634
1,34,1369892,4506848,3.289929425
1,34,1185381,4005685,3.379238405
3,42,40896,102639,2.509756455
1,20,14703,55577,3.779976875
2,24,3828992,5567644,1.454075642
2,24,3828992,5567644,1.454075642
3,43,16213,43642,2.691790538
1,58,37186,83239,2.238449954
1,58,47334,144706,3.057125956
2,42,1035111,3057894,2.954170132
3,23,13670,63373,4.635918069
1,59,24695,61514,2.490949585
2,24,3939826,6300825,1.59926479
2,49,263246,561355,2.132435061
1,20,14703,55577,3.779976875
3,44,297475,850259,2.858253635
0,23,32679,44736,1.368952538
2,16,1473700,2596800,1.762095406
2,49,121642,134950,1.109403002
2,53,42779,103606,2.421889245
3,23,63862,162180,2.53953838
2,53,3817,12250,3.209326696
1,10,236904,992095,4.187751157
3,23,63862,162180,2.53953838
3,23,3929,13846,3.524051922
0,23,32667,37766,1.156090244
2,11,3046000,12638000,4.149047932
0,9,549404,798676,1.453713479
2,59,5955306,14565665,2.44582982
2,22,243070,547520,2.25251985
3,42,49700,117501,2.364205231
3,0,1635230,2288114,1.399261266
2,63,141000,205000,1.453900709
0,23,32604,37918,1.162986137
2,48,5848,16826,2.877222982
2,40,71613,114785,1.602851438
2,59,5631949,11938078,2.11970634
0,58,77533,168108,2.168212245
2,10,1442841,3554113,2.463274193
3,4,487,998,2.049281314
3,4,486,1113,2.290123457
2,42,1120549,2792657,2.492222116
2,4,16380,35983,2.196764347
0,0,238178,308745,1.296278414
0,2,149362.86,77860,0.521280859
2,43,33638,78705,2.339764552
2,40,71810,114896,1.6
1,58,47290.01,149217,3.155359874
1,10,339990,1463054,4.303226565
2,49,131000,220000,1.679389313
2,42,1079193,2599170,2.408438528
2,23,102657,165907,1.616129441
2,2,1527103,2894101,1.895157694
2,42,1096198,2678951,2.443856858
1,9,116220,166198,1.430029255
2,24,3939826,6300825,1.59926479
0,10,206535,847692,4.104350352
2,42,1055061,2627561,2.49043515
2,40,71613,114785,1.602851438
0,34,212132,453439,2.137532291
3,58,88990,254450,2.859310035
1,34,1376387,4257111,3.092960773
2,43,35471,115996,3.27016436
3,53,8382,24736,2.95108566
1,59,5629,12643,2.246047255
0,9,525890,471321,0.896234954
2,16,1486200,2625100,1.766316781
2,16,1339000,2330000,1.740104556
3,56,761911,3402713,4.466024247
2,20,252163,591755,2.346716211
2,31,122690,257580,2.099437607
1,53,4515,16626,3.682392027
1,2,301000,1002000,3.328903654
2,43,52985,128945,2.433613287
3,9,2907199,4589705,1.578737816
1,59,5629,12643,2.246047255
2,22,255487,491430,1.923502957
0,4,20064,23583,1.175388756
2,20,252163,591755,2.346716211
2,20,270416,495083,1.830819922
2,49,261663,545186,2.083542572
3,23,69659,118514,1.701345124
3,4,487,998,2.049281314
2,10,1931603,5183385,2.683462906
2,20,270416,495083,1.830819922
1,53,4981,14263,2.863481229
3,53,10920,26585,2.43452381
3,58,100824,285614,2.832797747
2,4,59196,114630,1.936448409
0,34,425002,740688,1.742787093
3,56,871135,3208328,3.682928593
3,56,1165454,3581740,3.073257289
1,25,33140,107509,3.244085697
2,49,273582,663755,2.426164733
0,58,60418,160894,2.663014333
3,42,40896,102639,2.509756455
1,34,1376387,4257111,3.092960773
2,17,2057000,3522660,1.712523092
3,63,4010,10740,2.678304239
0,34,292444,604968,2.068662718
2,25,658500,1228400,1.865451784
2,63,141000,205000,1.453900709
2,11,2802000,11236000,4.009992862
1,42,255223,869134,3.40539058
2,20,252163,591755,2.346716211
2,56,3003673,8233806,2.741245801
2,49,123038,144635,1.175531137
3,42,29329,71420,2.435132463
2,31,122690,257580,2.099437607
3,56,1165454,3581740,3.073257289
2,1,1353000,4142000,3.061345159
2,16,1516400,2784600,1.83632287
3,34,4051084,9393991,2.318883291
1,20,14200,45552,3.207887324
2,23,105402,149742,1.42067513
2,42,1096198,2678951,2.443856858
1,20,14703,55577,3.779976875
2,48,5973,17260,2.889670182
2,16,1496800,1793000,1.19788883
1,0,400873,1145512,2.857543412
3,2,849093,1248966,1.470941346
3,53,10324,23489,2.275184037
3,43,17330,54665,3.154356607
1,25,33700,96000,2.848664688
3,2,1014731.14,1306932,1.287958897
0,58,70498.28,170262,2.415122752
1,2,268081,506455,1.889186477
3,23,12836,54206,4.222966656
2,53,4379,12878,2.940854076
2,16,1535300,2912800,1.897218785
2,10,2386399,8215286,3.442545023
1,2,224780,793690,3.530963609
3,23,61752,115533,1.870919161
1,2,293000,652000,2.225255973
1,25,3900,10700,2.743589744
3,42,40896,102639,2.509756455
0,9,525890,471321,0.896234954
1,34,1401233,4520656,3.226198641
3,2,3222020,8052660,2.499258229
2,40,71810,114896,1.6
3,53,9048,30635,3.385831123
2,63,208990,519600,2.486243361
2,16,1339000,2330000,1.740104556
0,2,183635.05,254351,1.385089611
3,0,1707340,2594392,1.519552052
2,25,664000,1028700,1.549246988
0,9,549404,798676,1.453713479
3,58,174714,346022,1.980505283
1,59,18175,40620,2.234938102
3,58,86751,212607,2.450772902
2,24,3939826,6300825,1.59926479
1,34,1390148,4289454,3.08560959
2,43,30632,72221,2.357697832
0,58,120217,235849,1.961860635
2,63,141000,205000,1.453900709
2,25,658500,1228400,1.865451784
2,59,5631949,11938078,2.11970634
2,56,2426073,6500545,2.679451525
0,2,149362.86,77860,0.521280859
1,16,38000,81100,2.134210526
1,34,1185381,4005685,3.379238405
1,34,1376387,4257111,3.092960773
3,42,50456,102312,2.027746948
2,16,1491300,2488600,1.66874539
2,16,1486400,1879200,1.264262648
0,4,22633,25671,1.134228781
3,42,43192,94196,2.180866827
2,40,71613,114785,1.602851438
2,63,155000,235000,1.516129032
2,42,1102221,2734838,2.481206582
3,56,1584140,5861498,3.700113626
2,16,1424765,2668600,1.873010637
0,2,797000,743000,0.932245922
3,43,6417,19052,2.968988624
1,59,29947,75449,2.519417638
2,43,33728,90072,2.670540797
3,43,13614,36579,2.686866461
1,34,1206829,3569520,2.957767836
2,48,5848,16826,2.877222982
3,2,849093,1248966,1.470941346
2,25,792207,1808275,2.282578922
3,4,486,1113,2.290123457
3,58,170228,373259,2.192700378
1,59,6607,18281,2.766913879
0,0,441143,430374,0.975588415
0,34,384965,796652,2.069414103
2,56,2812400,7005800,2.491039681
0,2,426080,769480,1.805951934
2,11,2849000,11390000,3.997893998
2,40,75380,111252,1.475882197
2,20,270416,495083,1.830819922
3,58,72253,141397,1.956970645
2,42,977005,2641669,2.70384389
2,2,1735411,3421253,1.971436737
3,44,1585062,5900447,3.722533882
0,0,238178,308745,1.296278414
3,0,1777257,2759652,1.552759111
2,10,1903772,7458657,3.917831022
3,9,2842875,4684328,1.647743218
1,0,312471,630162,2.01670555
2,53,3817,12250,3.209326696
2,23,102657,165907,1.616129441
2,17,1693231,2273045,1.342430537
2,20,259805,523203,2.013829603
0,58,63981,161477,2.523827386
3,53,10920,26585,2.43452381
2,63,201860,491660,2.435648469
0,2,153608.9,105328,0.685689436
3,42,53480,99699,1.864229619
2,53,4298,16082,3.741740344
1,42,209257,935326,4.469747726
2,20,270608,551716,2.038801514
2,24,3939826,6300825,1.59926479
0,58,68134.83,171662,2.519445634
2,25,655600,1045200,1.594264796
3,44,495113,1690109,3.413582354
2,22,265999,718304,2.700401129
1,2,293000,652000,2.225255973
3,58,147384,266674,1.809382294
1,58,48858.28,196784,4.027648947
3,58,148893,335529,2.253490762
2,17,2027000,3546790,1.749773064
2,4,55880,105713,1.89178597
1,34,1295678,4671912,3.605766247
1,42,343122,1035706,3.018477393
3,0,1707340,2594392,1.519552052
1,42,343122,1035706,3.018477393
3,63,4520,12220,2.703539823
1,9,116220,166198,1.430029255
0,58,63232,161083,2.547491776
3,63,1000,2000,2
1,25,33099,105505,3.187558537
1,59,23984,62203,2.59352068
3,42,40982,89072,2.173441999
1,34,1221076,3875100,3.173512541
2,59,5837445,12434053,2.130050562
2,43,52191,121679,2.331417294
2,40,83273,85653,1.028580692
2,56,1519656,5233690,3.443996536
2,20,273662,540128,1.973704789
3,34,3977400,10910896,2.743223211
2,16,1499500,2234300,1.49003001
3,9,2698627,7065073,2.618025018
1,25,23900,83800,3.506276151
3,63,5460,15440,2.827838828
0,31,88370,200290,2.266493154
1,34,1206829,3569520,2.957767836
1,34,1221076,3875100,3.173512541
3,2,3233000,4633000,1.433034333
2,17,2260000,5400540,2.389619469
0,58,77533,168108,2.168212245
3,23,13683,63428,4.635533143
1,10,236904,992095,4.187751157
2,10,1903772,7458657,3.917831022
2,25,664000,1028700,1.549246988
3,58,147384,266674,1.809382294
1,16,31400,76000,2.420382166
1,0,294654,653783,2.218815967
2,49,283443,572213,2.018793902
3,58,170228,373259,2.192700378
3,63,1500,2500,1.666666667
1,58,41079,111850,2.722802405
1,25,54751,161497,2.94966302
1,58,47334,144706,3.057125956
2,56,2215067,6392717,2.886015186
3,34,4086590,10074261,2.465199837
0,2,153608.9,105328,0.685689436
2,31,165370,389170,2.353328899
1,59,26051,74184,2.847645004
1,34,1376387,4257111,3.092960773
1,10,236904,992095,4.187751157
3,42,52005,106335,2.04470724
1,25,84200,267900,3.181710214
2,49,118601,132690,1.118793265
1,25,33099,105505,3.187558537
0,23,32560,41798,1.283722359
2,24,3828992,5567644,1.454075642
1,0,294654,653783,2.218815967
2,16,1424765,2668600,1.873010637
1,20,14703,55577,3.779976875
2,17,2023070,4869658,2.407063522
2,23,105170,150101,1.427222592
0,4,18957,23372,1.2328955
2,48,7039,19873,2.823270351
2,17,1700446,1687475,0.992372001
2,16,1516400,2784600,1.83632287
2,49,261347,507404,1.941495406
2,59,5904128,11672250,1.976964253
2,56,2812400,7005800,2.491039681
0,34,288129,605612,2.101877978
1,10,276272,1234550,4.468603405
2,16,1516400,2784600,1.83632287
1,58,51132.63,137465,2.688400734
3,2,3255000,5398000,1.658371736
2,16,1496800,1793000,1.19788883
3,9,4234443,5722449,1.351405368
3,9,4238204,6004120,1.416666116
2,59,5631949,11938078,2.11970634
2,44,920307,2854873,3.102087673
1,25,31238,100275,3.210032653
2,48,6821,19008,2.786688169
0,58,63981,161477,2.523827386
1,23,12777,46943,3.674023636
3,0,1888683,3727039,1.97335339
1,16,69640,161900,2.324813326
0,58,116540,235838,2.023665694
2,42,977005,2641669,2.70384389
2,31,223670,591000,2.64228551
1,59,21621,45666,2.112113223
2,45,15908,23439,1.473409605
0,2,797000,743000,0.932245922
3,20,9923,31208,3.145016628
1,59,24695,61514,2.490949585
2,43,52177,147236,2.821856373
2,24,3828992,5567644,1.454075642
3,43,14130,39236,2.776786978
3,2,1016623,674135,0.663112088
2,49,250044,492732,1.970581178
2,53,4237,12794,3.019589332
2,16,1496800,1793000,1.19788883
1,23,11546,48132,4.168716439
2,20,246539,620027,2.514924616
3,0,1777257,2759652,1.552759111
2,31,155,348,2.24516129
1,20,13953,44845,3.214004157
1,25,54751,161497,2.94966302
3,53,8412,23024,2.73704232
0,2,797000,743000,0.932245922
2,49,123038,144635,1.175531137
0,2,824000,677000,0.821601942
1,59,6607,18281,2.766913879
0,2,157262,87970,0.559384975
1,58,46865,137477,2.933468473
0,4,19851,24343,1.226285829
3,56,1165454,3581740,3.073257289
3,23,3929,13846,3.524051922
1,42,343122,1035706,3.018477393
1,42,343122,1035706,3.018477393
3,9,2604752,3023010,1.16057498
1,0,329255,681027,2.068387724
2,17,2057000,3522660,1.712523092
2,49,133500,244741,1.833265918
2,24,3982172,7848401,1.970884482
3,2,1016623,674135,0.663112088
2,59,5631949,11938078,2.11970634
3,43,14490,46397,3.20200138
2,48,5973,17260,2.889670182
2,11,2519000,7940000,3.152044462
2,63,141000,205000,1.453900709
0,2,153608.9,105328,0.685689436
1,2,293000,652000,2.225255973
2,2,1527103,2894101,1.895157694
2,53,3817,12250,3.209326696
1,20,12654,39797,3.145013434
3,53,10324,23489,2.275184037
3,0,1878208,3996018,2.12756947
1,59,18849,48358,2.565547244
0,23,32667,37766,1.156090244
2,49,252516,554258,2.194942103
1,42,343122,1035706,3.018477393
3,0,1743321,1647296,0.944918348
2,31,223670,591000,2.64228551
2,1,1072545,3606000,3.362096695
3,53,11306,24163,2.137183796
1,0,329255,681027,2.068387724
2,59,5837445,12434053,2.130050562
2,42,944272,2100123,2.224065735
0,9,534477,477325,0.8930693
3,56,644417,2991289,4.641853024
1,2,292610,932910,3.188236902
2,10,1789170,5039954,2.816922931
2,31,212680,480240,2.258040248
3,43,14130,39236,2.776786978
0,2,188422.33,162674,0.863347778
2,49,275861,344823,1.249988219
1,42,364244,1131350,3.106022337
0,34,423121,751970,1.777198485
0,58,55895,145076,2.595509437
2,20,275459,526520,1.911427835
1,16,69640,161900,2.324813326
3,53,8382,24736,2.95108566
2,25,802674,1749613,2.179730501
1,34,1376387,4257111,3.092960773
3,42,53889,109350,2.029171074
0,0,495698,487719,0.983903506
2,31,212680,480240,2.258040248
0,31,88370,200290,2.266493154
0,2,153608.9,105328,0.685689436
2,56,1634921,5097447,3.117855236
2,56,2382500,5218300,2.190262329
3,53,10920,26585,2.43452381
0,2,797000,743000,0.932245922
2,56,2062870,5956396,2.887431588
2,53,3817,12250,3.209326696
1,9,105526,178240,1.689062411
2,56,1563887,5243250,3.352703872
3,56,1165454,3581740,3.073257289
3,23,63889,162321,2.540672103
3,53,9048,30635,3.385831123
2,31,122690,257580,2.099437607
0,34,210036,493651,2.350316136
2,25,622100,1015900,1.6330172
2,48,6821,19008,2.786688169
2,48,5884,16837,2.861488783
2,20,281464,537876,1.910993946
3,43,16213,43642,2.691790538
0,23,33646,78965,2.346935743
2,40,71810,114896,1.6
0,34,212132,453439,2.137532291
2,43,24411,60556,2.480684937
3,23,62723,115354,1.839102084
1,20,14703,55577,3.779976875
1,42,343122,1035706,3.018477393
3,0,1773211,2865843,1.616188372
2,49,275861,344823,1.249988219
2,4,15620,32440,2.076824584
2,43,15169,40864,2.693915222
2,63,155000,235000,1.516129032
1,9,116220,166198,1.430029255
1,59,21621,45666,2.112113223
4,4,56460,107740,1.908253631
1,34,1401841,4541328,3.239545712
2,48,7303,10799,1.478707381
2,24,3902881,5634972,1.443798056
2,25,664000,1028700,1.549246988
2,1,1027505,2726000,2.653028452
2,48,6068,19768,3.25774555
2,16,1516400,2784600,1.83632287
2,17,2027000,3546790,1.749773064
2,11,2802000,11236000,4.009992862
2,43,33638,78705,2.339764552
2,31,244000,645600,2.645901639
3,0,1748715,2670560,1.527155654
2,48,5973,17260,2.889670182
3,2,849093,1248966,1.470941346
2,42,964087,3088937,3.204002336
1,16,69640,161900,2.324813326
1,42,278414,851657,3.05895896
2,4,16862,36979,2.193037599
2,20,270608,551716,2.038801514
2,25,792207,1808275,2.282578922
3,42,52005,106335,2.04470724
3,43,10543,28582,2.710993076
2,17,1766150,1685799,0.954504997
3,0,1879539,4082738,2.172201801
0,9,546872,727414,1.330135754
2,49,273582,663755,2.426164733
1,58,45447,109277,2.404493146
3,0,1636050,2574284,1.573475138
2,1,1206255,3941000,3.267136717
2,42,1079193,2599170,2.408438528
0,0,191322,256729,1.341868682
0,2,582000,851000,1.462199313
2,20,246539,620027,2.514924616
2,53,26263,66868,2.546091459
2,20,271671,520831,1.917138745
3,56,1584140,5861498,3.700113626
2,42,1096198,2678951,2.443856858
2,42,1048427,2667359,2.544153289
2,20,270608,551716,2.038801514
2,25,651400,1193200,1.831747006
3,23,62892,117116,1.862176429
2,63,150000,223400,1.489333333
0,4,22633,25671,1.134228781
1,34,1271772,4616835,3.630237967
1,34,1376387,4257111,3.092960773
2,40,71810,114896,1.6
1,25,54751,161497,2.94966302
2,25,792207,1808275,2.282578922
2,20,252163,591755,2.346716211
1,53,5689,15537,2.73105994
1,10,339990,1463054,4.303226565
1,25,23900,83800,3.506276151
0,9,534477,477325,0.8930693
2,49,131000,220000,1.679389313
0,0,238178,308745,1.296278414
3,0,1777257,2759652,1.552759111
2,10,1396651,3222776,2.307502733
1,10,276272,1234550,4.468603405
2,16,1339000,2330000,1.740104556
2,1,1015191,2790000,2.748251314
2,31,233500,602430,2.58
1,0,312471,630162,2.01670555
1,42,224744,702645,3.126423842
3,58,86751,212607,2.450772902
3,43,13193,36118,2.737663913
2,56,3003673,8233806,2.741245801
2,17,5514025,6663769,1.208512656
0,23,33136,77453,2.337427571
3,34,4001936,9649942,2.411318422
2,63,201860,491660,2.435648469
2,23,109721,200703,1.829212275
3,0,1707340,2594392,1.519552052
3,58,162445,336416,2.070953246
2,16,1465730,3419021,2.332640391
1,16,20600,47700,2.315533981
0,58,70498.28,170262,2.415122752
1,20,13043,50137,3.843977613
3,23,3929,13846,3.524051922
2,1,1072545,3606000,3.362096695
2,25,763205,1671308,2.189854626
2,25,658500,1228400,1.865451784
1,58,41079,111850,2.722802405
0,4,22633,25671,1.134228781
2,49,133500,244741,1.833265918
1,34,1450473,4921984,3.393364785
3,34,3639538,7202760,1.979031405
1,34,1366273,4166145,3.049277121
0,9,556827,949371,1.704965815
3,56,741258,3519409,4.747886701
2,24,3902881,5634972,1.443798056
1,22,70577,228104,3.231987758
3,2,3226450,8343100,2.585845124
2,56,2382500,5218300,2.190262329
3,42,43861,144235,3.288456716
3,0,1748715,2670560,1.527155654
2,16,1339000,2330000,1.740104556
2,40,82125,116997,1.424621005
1,59,26051,74184,2.847645004
3,10,1204714,3940959,3.271281815
0,2,183323.17,163692,0.892914955
2,53,25065,67003,2.673169759
3,0,1777257,2759652,1.552759111
2,56,2873949,8563334,2.979640209
3,56,1221899,4328458,3.542402441
2,25,664400,984900,1.482390126
2,16,1339000,2330000,1.740104556
2,25,741042,1584355,2.138009721
1,42,300820,930490,3.093178645
2,56,1634921,5097447,3.117855236
2,24,3777661,2634853,0.697482649
2,63,208990,519600,2.486243361
3,58,148893,335529,2.253490762
0,34,393944,683950,1.73616047
1,25,79800,242000,3.032581454
1,16,26800,60800,2.268656716
3,43,13614,36579,2.686866461
1,53,4647,12395,2.667312244
2,43,24411,60556,2.480684937
3,9,2265685,2505545,1.105866438
3,23,13628,63081,4.628778984
2,11,2519000,7940000,3.152044462
2,49,259892,500880,1.927262093
2,40,71613,114785,1.602851438
3,22,147900,450930,3.048884381
3,4,7,6,0.857142857
0,34,247978,642310,2.590189452
0,0,350649,374010,1.066622178
1,2,206730,441540,2.135829343
1,42,295830,951569,3.216607511
2,45,15874,21957,1.383205241
3,53,10920,26585,2.43452381
3,23,63484,142867,2.250441056
3,0,1890960,3767357,1.992298621
3,23,63484,142867,2.250441056
3,43,13193,36118,2.737663913
1,34,1221076,3875100,3.173512541
3,23,69659,118514,1.701345124
0,2,136359.61,89082,0.653287289
3,4,148,187,1.263513514
3,42,43861,144235,3.288456716
1,59,5629,12643,2.246047255
3,20,13775,39300,2.852994555
1,16,69640,161900,2.324813326
2,48,7303,10799,1.478707381
1,9,116220,166198,1.430029255
1,20,12654,39797,3.145013434
3,53,10920,26585,2.43452381
2,16,1339000,2330000,1.740104556
3,4,486,1113,2.290123457
2,59,6068496,12849116,2.117347692
2,49,122267,146191,1.195670132
2,22,257273,746954,2.903351693
1,42,360062,1163725,3.23201282
2,22,254254,711831,2.799684567
2,25,792207,1808275,2.282578922
2,9,126106,243661,1.932191965
2,49,131000,220000,1.679389313
3,53,8382,24736,2.95108566
2,10,1442841,3554113,2.463274193
0,0,539665,557764,1.033537472
3,2,3233000,4633000,1.433034333
0,0,223332,294440,1.318395931
1,59,25659,79891,3.11356639
0,2,797000,743000,0.932245922
3,0,1879539,4082738,2.172201801
0,2,781000,681000,0.871959027
1,58,49693,153463,3.088221681
2,16,1528100,3001640,1.96429553
1,2,331000,811000,2.450151057
2,25,741042,1584355,2.138009721
2,9,126106,243661,1.932191965
1,34,1474338,4468400,3.030783986
1,9,116220,166198,1.430029255
2,63,148000,222000,1.5
2,48,5848,16826,2.877222982
2,59,5837445,12434053,2.130050562
2,25,741042,1584355,2.138009721
3,4,119,238,2
0,2,137925,154026,1.116737357
0,9,546872,727414,1.330135754
2,49,259892,500880,1.927262093
2,49,126799,164538,1.29762853
3,23,3929,13846,3.524051922
3,42,45326,109309,2.411618056
1,2,224780,793690,3.530963609
1,25,84200,267900,3.181710214
1,0,312471,630162,2.01670555
2,48,5884,16837,2.861488783
2,63,208990,519600,2.486243361
1,25,52616,140196,2.664512696
2,56,2426073,6500545,2.679451525
0,2,136359.61,89082,0.653287289
3,0,1707340,2594392,1.519552052
2,16,1478093,2701810,1.827902574
3,2,1016623,674135,0.663112088
2,20,270608,551716,2.038801514
2,1,1083052,2563000,2.366460705
0,2,797000,743000,0.932245922
2,22,255487,491430,1.923502957
2,42,1035111,3057894,2.954170132
2,25,583500,472600,0.809940017
2,43,24411,60556,2.480684937
2,16,1457100,2466400,1.692677236
0,0,495698,487719,0.983903506
2,45,9790,23690,2.419816139
1,23,12777,46943,3.674023636
3,23,63484,142867,2.250441056
2,56,2526108,6376990,2.524432843
0,2,561000,970000,1.729055258
2,20,273662,540128,1.973704789
1,59,21621,45666,2.112113223
0,2,819731,501365,0.611621373
0,23,33646,78965,2.346935743
1,59,21621,45666,2.112113223
0,9,556827,949371,1.704965815
2,43,52191,121679,2.331417294
1,42,209257,935326,4.469747726
2,16,1487200,2590400,1.741796665
2,25,583500,472600,0.809940017
1,59,2829,6741,2.382820785
1,16,47541,132050,2.77760249
1,53,3769,12965,3.439904484
2,45,9790,23690,2.419816139
2,59,5631949,11938078,2.11970634
2,48,5884,16837,2.861488783
2,4,62372,95115,1.524963124
2,42,1096198,2678951,2.443856858
2,45,11920,21340,1.790268456
1,42,209257,935326,4.469747726
2,63,180060,378210,2.100466511
3,34,4270328,8915100,2.087685068
0,9,549404,798676,1.453713479
0,34,292444,604968,2.068662718
2,48,5973,17260,2.889670182
1,34,1390148,4289454,3.08560959
2,43,40500,96281,2.377308642
2,11,2802000,11236000,4.009992862
2,4,50619,25789,0.509472728
2,4,59196,114630,1.936448409
2,48,5884,16837,2.861488783
1,16,25100,50500,2.011952191
2,43,33638,78705,2.339764552
0,2,150654,126012,0.836433151
2,48,7419,20946,2.823291549
3,44,742508,2533895,3.41261643
2,43,52191,121679,2.331417294
1,0,400873,1145512,2.857543412
3,0,1880737,3709081,1.972142304
2,25,583500,472600,0.809940017
1,58,48858.28,196784,4.027648947
3,34,3986330,9597968,2.407720384
2,20,259805,523203,2.013829603
1,58,47334,144706,3.057125956
0,2,797000,743000,0.932245922
1,53,5716,14863,2.600244927
0,0,196188,280693,1.430734805
2,40,80579,137418,1.705382296
2,42,1048427,2667359,2.544153289
0,9,522698,903286,1.728122166
2,22,254254,711831,2.799684567
1,2,331000,811000,2.450151057
3,42,53480,99699,1.864229619
0,2,183323.17,163692,0.892914955
2,43,24411,60556,2.480684937
2,25,726000,1376300,1.895730028
1,25,33700,96000,2.848664688
1,9,60399,128812,2.132684316
0,9,517983,530242,1.0236668
0,34,288129,605612,2.101877978
0,2,136359.61,89082,0.653287289
2,4,59196,114630,1.936448409
2,10,2204046,7225373,3.278231489
1,53,5716,14863,2.600244927
3,43,13193,36118,2.737663913
2,53,42779,103606,2.421889245
1,16,69640,161900,2.324813326
2,25,664000,1028700,1.549246988
0,58,120217,235849,1.961860635
3,0,1777257,2759652,1.552759111
1,2,293000,652000,2.225255973
1,42,150993,484330,3.207632142
2,40,71613,114785,1.602851438
3,34,4016656,10545076,2.625337096
2,24,3937796,6637737,1.685647758
1,25,29100,89200,3.065292096
2,40,71614,114670,1.601223225
0,2,136359.61,89082,0.653287289
0,23,33136,77453,2.337427571
1,42,324525,990578,3.052393498
3,44,939223,3570445,3.801488039
2,17,1674013,1389269,0.829903352
0,2,426080,769480,1.805951934
2,11,2735000,11000000,4.021937843
2,11,2519000,7940000,3.152044462
2,1,1042036,3371000,3.235012994
2,53,4325,15281,3.533179191
0,0,495698,487719,0.983903506
2,10,2050455,5209433,2.540622935
1,9,124429,236446,1.900248334
1,42,343122,1035706,3.018477393
